Date,Season #,Path order,Season Year,City,State,Latitude,Longitude,Venue Name,Concert Type,Repertoire,Assisting Artists,Institutional Affiliation and Notes
1/19/1886,28,17,1885-86,Augusta,GA,33.4714934,-81.96164,Masonic Theatre,Lyceum Circuit,,"Auguste Sauret, Janie G. Savage, M. Tabbutt, Alice May Esty",
1/23/1886,28,18,1885-86,Selma,AL,32.409869,-87.021135,,Lyceum Circuit,,"Auguste Sauret, Janie G. Savage, M. Tabbutt, Alice May Esty",
1/25/1886,28,19,1885-86,Columbus,GA,32.453174,-84.987767,Springer Opera House,Lyceum Circuit,,"Auguste Sauret, Janie G. Savage, M. Tabbutt, Alice May Esty",
2/24/1886,28,20,1885-86,Newark,DE,39.67724,-75.762858,,Lyceum Circuit,,"Auguste Sauret, Janie G. Savage, M. Tabbutt, Alice May Esty",
3/2/1886,28,21,1885-86,Hunstville,AL,34.72863,-86.58588,,Lyceum Circuit,,"Auguste Sauret, Janie G. Savage, M. Tabbutt, Alice May Esty",
3/5/1886,28,22,1885-86,Knoxville,TN,35.961429,-83.917101,Staub's Theater,Lyceum Circuit,"Urso, Last Rose of Summer; Urso, Old Folks At Home; Home Sweet Home","Auguste Sauret, Janie G. Savage, M. Tabbutt, Alice May Esty",
3/6/1886,28,23,1885-86,Danville,KY,37.64605,-84.775438,,Lyceum Circuit,,"Auguste Sauret, Janie G. Savage, M. Tabbutt, Alice May Esty",
3/9/1886,28,24,1885-86,Louisville,KY,38.252665,-85.758456,Masonic Temple Theater,Lyceum Circuit,"Mozart, Violin Concerto No. 4 in D Major; Paganini, Witches Dance, Op. 8; Chopin, Waltz in D flat, Op. 64, No. 1; Schumann, Traumerei; Carnival of Venice","Auguste Sauret, Janie G. Savage, M. Tabbutt, Alice May Esty",
3/12/1886,28,25,1885-86,Frankfort,KY,38.19507,-84.878777,,Lyceum Circuit,,"Auguste Sauret, Janie G. Savage, M. Tabbutt, Alice May Esty",
3/29/1886,28,26,1885-86,Wheeling,WV,40.06484,-80.720926,Wheeling Opera House,Lyceum Circuit,,"Auguste Sauret, Janie G. Savage, M. Tabbutt, Alice May Esty",
4/2/1886,28,27,1885-86,Allegany,NY,42.0910828,-78.495885,Allegany Baptist Church,Lyceum Circuit,,"Auguste Sauret, Janie G. Savage, M. Tabbutt, Alice May Esty",
5/27/1886,28,28,1885-86,Brockport,NY,43.2135226,-77.939094,Brockport Opera House,Lyceum Circuit,,"Auguste Sauret, Janie G. Savage, M. Tabbutt, Alice May Esty",
5/29/1886,28,29,1885-86,Buffalo,NY,42.886447,-78.878369,Chapter House,Lyceum Circuit,"Mozart, Violin Concerto No. 4 in D Major; Ernst, Othello Fantasie, Op. 11; Chopin, Waltz in D flat, Op. 64, No. 1; Schumann, Traumerei","Auguste Sauret, Janie G. Savage, M. Tabbutt, Alice May Esty",
6/3/1886,28,30,1885-86,Cleveland,OH,41.499495,-81.695409,Cleveland Universalist Church,Lyceum Circuit,,"Auguste Sauret, Janie G. Savage, M. Tabbutt, Alice May Esty",
6/8/1886,28,31,1885-86,South Bend,IN,41.683381,-86.250007,Good's Opera House,Lyceum Circuit,,"Auguste Sauret, Janie G. Savage, M. Tabbutt, Alice May Esty",
6/11/1886,28,32,1885-86,St. Joseph,MI,42.107926,-86.480747,Martin's Academy of Music,Lyceum Circuit,,"Auguste Sauret, Janie G. Savage, M. Tabbutt, Alice May Esty",
6/21/1885,28,33,1885-86,Huntington,IN,40.881177,-85.495787,Huntington Opera House,Lyceum Circuit,,"Auguste Sauret, Janie G. Savage, M. Tabbutt, Alice May Esty",
6/28/1885,28,34,1885-86,Champagne,IL,40.11642,-88.243383,Armory Theater,Lyceum Circuit,,"Auguste Sauret, Janie G. Savage, M. Tabbutt, Alice May Esty",
7/2/1886,28,35,1885-86,Marion,OH,40.588487,-83.132621,,Lyceum Circuit,,"Alice May Esty, Louis Miller, Auguste Sauret, Jenny Sargent",
7/16/1886,28,36,1885-86,Owosso,MI,42.9975352,-84.173389,,Lyceum Circuit,,"Alice May Esty, Louis Miller, Auguste Sauret, Jenny Sargent",
7/28/1886,28,37,1885-86,Alpena,MI,45.061406,-83.430526,Alpena Opera House,Lyceum Circuit,,"Alice May Esty, Louis Miller, Auguste Sauret, Jenny Sargent",
8/5/1886,28,38,1885-86,Reed City,MI,43.8718551,-85.507231,Higbee's Opera House,Lyceum Circuit,,"Alice May Esty, Louis Miller, Auguste Sauret, Jenny Sargent",
8/20/1886,28,39,1885-86,Minneapolis,MN,44.979965,-93.263836,Immanuel Baptist Church,Lyceum Circuit,"Mozart, Violin Concerto No. 4 in D Major; Ernst, Othello Fantasie, Op. 11; Chopin, Waltz in D flat, Op. 64, No. 1; Schumann, Traumerei","Auguste Sauret, Louis Miller, Lucille Lindner",
8/23/1886,28,40,1885-86,St. Paul,MN,44.943842,-93.093548,First M.E. Church,Lyceum Circuit,,"Auguste Sauret, Louis Miller, Lucille Lindner, Jane Savage",
8/26/1885,28,41,1885-86,Lansing,MN,43.7466492,-92.969903,,Lyceum Circuit,,"Auguste Sauret, Louis Miller, Lucille Lindner",
8/27/1885,28,42,1885-86,Rochester,MN,44.019321,-92.459841,Horton's Opera House,Lyceum Circuit,,"Auguste Sauret, Louis Miller, Lucille Lindner",
9/1/1886,28,43,1885-86,Aberdeen,SD,45.4633341,-98.486595,,Lyceum Circuit,,"Auguste Sauret, Louis Miller, Lucille Lindner",
9/2/1886,28,44,1885-86,Sioux Falls,SD,43.5472788,-96.729435,,Lyceum Circuit,,"Auguste Sauret, Louis Miller, Lucille Lindner",
9/10/1886,28,45,1885-86,Cedar Rapids,IA,41.977653,-91.669393,Cedar Rapids Congregational Church,Lyceum Circuit,,"Auguste Sauret, Louis Miller, Lucille Lindner",
11/14/1886,28,46,1885-86,Worcester,MA,42.358562,-71.05833,Mechanics Hall,Lyceum Circuit,,"Fannie Kellogg, Thoeo. J. Toedt, Maud Morgan, Auguste Sauret",Worcester Ideal Musical Course
12/13/1886,28,47,1885-86,Pottsville,PA,40.687901,-76.197092,,Lyceum Circuit,,"Auguste Sauret, J.I. Alexander",
12/14/1886,28,48,1885-86,Willamsport,PA,41.240219,-77.006233,Williamsport Academy of Music,Lyceum Circuit,,Auguste Sauret,
1/28/1887,28,49,1885-86,Springfield,MA,42.1010852,-72.589459,,Lyceum Circuit,,,
10/15/1887,29,1,1887-88,Philadelphia,PA,39.952584,-75.165222,Philadelphia Academy of Music,Variety,,"Lizzie Webb Cary, Cresent Male Quartette, A.J. Gamm, Adele Marguilles",
10/18/1887,29,2,1887-88,Boston,MA,42.358562,-71.05833,Boston Music Hall,Variety,,"Maud Morgan, Effie Stewart, Jules Jordan, A.E. Stoddard, Dr. Richard Shuebruk, Courtney Ladies Quartet, Boston Trombone Quartet, Carl Hampe, Geroge C. Felker, D.H. Moore, Carl Behr",
11/18/1887,29,3,1887-88,New York,NY,40.725573,-73.996654,Metropolitan Opera House,Orchestral,"Anton Rubinstein, Violin concerto op. 46",Theodore Thomas,Philharmonic Society of New York Public Rehearsal
11/19/1887,29,4,1887-88,New York,NY,40.725573,-73.996654,Metropolitan Opera House,Orchestral,"Anton Rubinstein, Violin concerto op. 46",Theodore Thomas,Philharmonic Society of New York
12/22/1887,29,5,1887-88,Philadelphia,PA,39.952584,-75.165222,Philadelphia Academy of Music,Orchestral,"Anton Rubinstein, Violin concerto op. 46",Theodore Thomas,Thomas Syphony Concerts
1/6/1888,29,6,1887-88,New York,NY,40.725573,-73.996654,Metropolitan Opera House,Orchestral,"Beethoven, Violin Concerto in D major, Op.61",Damrosch,New York Symphony Society public rehearsal
1/7/1888,29,7,1887-88,New York,NY,40.725573,-73.996654,Metropolitan Opera House,Orchestral,"Beethoven, Violin Concerto in D major, Op.61",Damrosch,New York Symphony Society 
1/11/1888,,8,,New York,NY,40.696464,-73.425169,507 Fifth Ave,Variety,,"Frank Walker, Signor Paolo Giorza",private musicale hosted by Mrs. John R. Ford in her home for 300 guests
1/22/1888,29,9,1887-88,Boston,MA,42.358562,-71.05833,Boston Music Hall,Variety,,"George Milbank, Richard J. Jose, Schaffer hand bell ringers, George H. Coes, Carleton vocal quartet, Master Holt, Miss Jesse Edna Olivier, Ricca Trio of Tyrolean Yodlers, Mr. Harry Bower",Austin's Popular Sunday Sacred Concerts
1/24/1888,29,10,1887-88,New York,NY,40.725573,-73.996654,Steinway Hall,Orchestral,"Mendelssohn, Violin Concerto in E minor, Op. 64",Theodore Thomas,
2/16/1888,29,11,1887-88,Brooklyn,NY,40.652876,-73.959494,Central Congregational Church,Benefit,"Ernst, Othello Fantasie, Op. 11; Schumann, Traumerei; Urso, Last Rose of Summer; Wieniawski, Mazourka","Maud Morgan, Charles Herbert Clark, Harry Foresman, Fletcher tilton",Benefit for Young Ladies Zenana Mission Band
2/21/0188,29,12,1887-88,Baltimore,MD,39.290927,-76.609744,,Variety,,Mrs. S.F. Osbourne,
3/3/1888,29,13,1887-88,Boston,MA,42.358562,-71.05833,Boston Music Hall,Orchestral,"Anton Rubinstein, Violin concerto op. 46",Wilhelm Gericke,Boston Symphony Orchestra
4/10/1888,29,14,1887-88,Brooklyn,NY,40.652876,-73.959494,,Variety,"Rust, Violin Sonata No. 1","Emma Juch, Henry F. Reddal",Apollo Club
10/30/1888,30,1,1888-89,Fall River,MA,41.701491,-71.155045,Fall River Baptist Church,Lyceum Circuit,,"Phila May, Louis Miller, Frank A. Fuller, Sigismundo Martinez",
11/1/1888,30,2,1888-89,Williamston,MA,42.714347,-73.208937,Williams College,Lyceum Circuit,,"Phila May, Louis Miller, Frank A. Fuller, Sigismundo Martinez",
11/5/1888,30,3,1888-89,Buffalo,NY,42.886447,-78.878369,Buffalo Opera House,Lyceum Circuit,,"Phila May, Louis Miller, Frank A. Fuller, Sigismundo Martinez",
11/9/1888,30,4,1888-89,Meadville,PA,41.638732,-80.150335,Meadville Academy of Music,Lyceum Circuit,"Beethoven, Violin Concerto in D major, Op.61, 3rd mvt; Wieniawski, Souvenir de Moscou, Op. 6; Urso, Last Rose of Summer; Schumann, Traumerei; Schubert, the Bee","Phila May, Louis Miller, Frank A. Fuller, Sigismundo Martinez",
11/17/1888,30,5,1888-89,Bucyrus,OH,40.808391,-82.975465,,Lyceum Circuit,,"Phila May, Louis Miller, Frank A. Fuller, Sigismundo Martinez",
11/18/1888,30,6,1888-89,Cleveland,OH,41.499495,-81.695409,Cleveland Opera House,Lyceum Circuit,"Beethoven, Violin Concerto in D major, Op.61, 3rd mvt; Wieniawski, Souvenir de Moscou, Op. 6; Laub, Concert Polonaise, Op. 8","Phila May, Louis Miller, Frank A. Fuller, Sigismundo Martinez",
11/22/1888,30,7,1888-89,Granville,OH,40.067875,-82.518696,,Lyceum Circuit,,"Phila May, Louis Miller, Frank A. Fuller, Sigismundo Martinez",
11/26/1888,30,8,1888-89,Fort Wayne,IN,41.079273,-85.139351,Fort Wayne YMCA Hall,Lyceum Circuit,"Beethoven, Violin Concerto in D major, Op.61, 3rd mvt; Wieniawski, Souvenir de Moscou, Op. 6; Laub, Concert Polonaise, Op. 8","Phila May, Louis Miller, Frank A. Fuller, Sigismundo Martinez",
11/30/1888,30,9,1888-89,Indianapolis,IN,39.766109,-86.159334,Tomlinson Hall,Lyceum Circuit,,"Phila May, Louis Miller, Frank A. Fuller, Sigismundo Martinez",
11/28/1888,30,10,1888-89,Benton Harbor,MI,42.115414,-86.453575,Benton Harbor Opera House,Lyceum Circuit,,"Phila May, Louis Miller, Frank A. Fuller, Sigismundo Martinez",
12/1/1888,30,11,1888-89,Rock Island,IL,41.5095082,-90.577786,,Lyceum Circuit,,"Phila May, Louis Miller, Frank A. Fuller, Sigismundo Martinez",
12/5/1888,30,12,1888-89,Muscatine,IA,41.422705,-91.0454,,Lyceum Circuit,,"Phila May, Louis Miller, Frank A. Fuller, Sigismundo Martinez",
12/6/1888,30,13,1888-89,Cedar Rapids,IA,41.977653,-91.669393,Cedar Rapids Academy of Music,Lyceum Circuit,,"Phila May, Louis Miller, Frank A. Fuller, Sigismundo Martinez",
12/24/1888,30,14,1888-89,Sioux Falls,SD,43.5472788,-96.729435,Sioux Falls Opera House,Lyceum Circuit,,"Phila May, Louis Miller, Frank A. Fuller, Sigismundo Martinez",
12/25/1888,30,15,1888-89,Mitchell,SD,43.715099,-98.025556,Mitchell Opera House,Lyceum Circuit,,"Phila May, Louis Miller, Frank A. Fuller, Sigismundo Martinez",
12/27/1888,30,16,1888-89,Sioux City,IA,42.496588,-96.406453,Peavy Grand Opera House,Lyceum Circuit,,"Phila May, Louis Miller, Frank A. Fuller, Sigismundo Martinez",
12/29/1888,30,17,1888-89,Omaha,NE,41.252363,-95.997988,Boyd's Opera House,Lyceum Circuit,,"Phila May, Louis Miller, Frank A. Fuller, Sigismundo Martinez",
12/30/1888,30,18,1888-89,Omaha,NE,41.252363,-95.997988,Boyd's Opera House,Lyceum Circuit,,"Phila May, Louis Miller, Frank A. Fuller, Sigismundo Martinez",
1/2/1889,30,19,1888-89,Kansas City,MO,39.099727,-94.578567,Warder Grand Opera House,Lyceum Circuit,,"Phila May, Louis Miller, Frank A. Fuller, Sigismundo Martinez",
1/3/1889,30,20,1888-89,Leavenworth,KS,39.319269,-94.915609,Crawford Opera House,Lyceum Circuit,,"Phila May, Louis Miller, Frank A. Fuller, Sigismundo Martinez",
1/4/1889,30,21,1888-89,Topeka,KS,39.055824,-95.689019,Crawford's Theater,Lyceum Circuit,,"Phila May, Louis Miller, Frank A. Fuller, Sigismundo Martinez",
1/5/1889,30,22,1888-89,Emporia,KS,38.403903,-96.181663,,Lyceum Circuit,,"Phila May, Louis Miller, Frank A. Fuller, Sigismundo Martinez",
1/8/1889,30,23,1888-89,Winfield,KS,37.240341,-96.995732,,Lyceum Circuit,,"Phila May, Louis Miller, Frank A. Fuller, Sigismundo Martinez",
1/9/1889,30,24,1888-89,Arkansas City,KS,37.062299,-97.039893,,Lyceum Circuit,,"Phila May, Louis Miller, Frank A. Fuller, Sigismundo Martinez",
1/10/1889,30,25,1888-89,El Dorado,KS,37.818841,-96.847621,,Lyceum Circuit,,"Phila May, Louis Miller, Frank A. Fuller, Sigismundo Martinez",
1/11/1889,30,26,1888-89,Newton,KS,38.048674,-97.343084,Ragsdale Theater,Lyceum Circuit,,"Phila May, Louis Miller, Frank A. Fuller, Sigismundo Martinez",
1/12/1889,30,27,1888-89,Hutchinson,KS,38.049665,-97.92934,,Lyceum Circuit,,"Phila May, Louis Miller, Frank A. Fuller, Sigismundo Martinez",
1/14/1889,30,28,1888-89,Dodge City,KS,37.756043,-100.01895,Kelly's Opera House,Lyceum Circuit,,"Phila May, Louis Miller, Frank A. Fuller, Sigismundo Martinez",
2/4/1889,30,29,1888-89,Salt Lake City,UT,40.759551,-111.8882,First Presbyterian Church,Lyceum Circuit,"Paganini, Carnival of Venice Op. 10; Schumann, Traumerei","Phila May, Louis Miller, Frank A. Fuller, Sigismundo Martinez",
2/7/1889,30,30,1888-89,Reno,NV,39.525944,-119.81257,McKissick Opera House,Lyceum Circuit,,"Phila May, Louis Miller, Frank A. Fuller, Sigismundo Martinez",
2/8/1889,30,31,1888-89,Carson City,NV,39.164945,-119.76692,Carson City Opera House,Lyceum Circuit,,"Phila May, Louis Miller, Frank A. Fuller, Sigismundo Martinez",
2/21/1889,30,32,1888-89,San Francisco,CA,37.77493,-122.41942,Grand Opera House,Lyceum Circuit,"Mendelssohn, Violin Concerto in E minor, Op. 64",San Francisco Handel and Haydn Society,
2/24/1889,30,33,1888-89,San Francisco,CA,37.77493,-122.41942,Baldwin Theatre,Lyceum Circuit,"Ernst, Othello Fantasie, Op. 11; Paganini, Witches Dance, Op. 8",,
3/2/1889,30,34,1888-89,Petaluma,CA,38.232371,-122.64458,Petaluma Theater,Lyceum Circuit,,"Anita Alameda (Annie Gleason), Phila May, Louis Miller, Sigismundo Martinez",
3/4/1889,30,35,1888-89,Napa,CA,38.296873,-122.28917,Napa Opera House,Lyceum Circuit,,"Anita Alameda (Annie Gleason), Phila May, Louis Miller, Sigismundo Martinez",
3/5/1889,30,36,1888-89,Napa,CA,38.296873,-122.28917,Napa Opera House,Lyceum Circuit,"Vieuxtemps, Ballade et Polonaise, Op. 38; Wieniawski, Capriccio-Valse, Op.7; Paganini, Witches Dance, Op. 8; Paganini, Carnival of Venice Op. 10; Urso, Last Rose of Summer; Wieniawski, Souvenir de Moscou, Op. 6; Urso, Old Folks At Home","Anita Alameda (Annie Gleason), Phila May, Louis Miller, Sigismundo Martinez",
3/6/1889,30,37,1888-89,Oakland,CA,37.804855,-122.2725,Oakland Theatre,Lyceum Circuit,,"Anita Alameda (Annie Gleason), Phila May, Louis Miller, Sigismundo Martinez",
3/7/1889,30,38,1888-89,Oakland,CA,37.804855,-122.2725,Oakland Theatre,Lyceum Circuit,,"Anita Alameda (Annie Gleason), Phila May, Louis Miller, Sigismundo Martinez",
3/19/1889,30,39,1888-89,Tulare,CA,36.207203,-119.34283,Library Hall,Lyceum Circuit,,"Anita Alameda (Annie Gleason), Phila May, Louis Miller, Sigismundo Martinez",
3/22/1889,30,40,1888-89,Los Angeles,CA,34.053345,-118.24235,Los Angeles Academy of Music,Lyceum Circuit,"Mendelssohn, Violin Concerto in E minor, Op. 64; Wieniawski, Capriccio-Valse, Op.7; Paganini, Witches Dance, Op. 8; Urso, Last Rose of Summer; Paganini, Carnival of Venice Op. 10","Anita Alameda (Annie Gleason), Phila May, Louis Miller, Sigismundo Martinez",
3/23/1889,30,41,1888-89,Los Angeles,CA,34.053345,-118.24235,Los Angeles Theater,Lyceum Circuit,,"Anita Alameda (Annie Gleason), Phila May, Louis Miller, Sigismundo Martinez",
3/26/1889,30,42,1888-89,San Bernadino,CA,34.104586,-117.29191,,Lyceum Circuit,,"Anita Alameda (Annie Gleason), Phila May, Louis Miller, Sigismundo Martinez",
3/27/1889,30,43,1888-89,Riverside,CA,33.980067,-117.37592,Riverside Opera Hosue,Lyceum Circuit,,"Anita Alameda (Annie Gleason), Phila May, Louis Miller, Sigismundo Martinez",
3/29/1889,30,44,1888-89,San Diegeo,CA,32.716744,-117.16294,D Street Theatre,Lyceum Circuit,,"Anita Alameda (Annie Gleason), Phila May, Louis Miller, Sigismundo Martinez",
3/30/1889,30,45,1888-89,San Diegeo,CA,32.716744,-117.16294,D Street Theatre,Lyceum Circuit,,"Anita Alameda (Annie Gleason), Phila May, Louis Miller, Sigismundo Martinez",
4/3/1889,30,46,1888-89,San Jose,CA,37.337207,-121.88708,Baptist Tabernacle Church,Lyceum Circuit,,"Anita Alameda (Annie Gleason), Phila May, Louis Miller, Sigismundo Martinez",
4/10/1889,30,47,1888-89,Santa Cruz,CA,36.974474,-122.02899,YMCA Hall,Lyceum Circuit,,"Anita Alameda (Annie Gleason), Phila May, Louis Miller, Sigismundo Martinez",
4/15/1889,30,48,1888-89,Monterey,CA,36.5973885,-121.89792,Monterey Opera House,Lyceum Circuit,,"Anita Alameda (Annie Gleason), Phila May, Louis Miller, Sigismundo Martinez",
5/17/1889,30,49,1888-89,Elko,NV,40.843611,-115.75278,Freeman Hall,Lyceum Circuit,,"Phila May, Louis Miller, Sigismundo Martinez",
5/21/1889,30,50,1888-89,Ogden,UT,41.219626,-111.97058,New West Academy Hall,Lyceum Circuit,,"Phila May, Louis Miller, Sigismundo Martinez",
7/4/1889,31,1,1889-90,San Francisco,CA,37.77493,-122.41942,Tivoli,Variety,"Paganini, Moses Variations",Commemrative 4th of July concert: Various,
8/11/1889,31,2,1889-90,San Francisco,CA,37.77493,-122.41942,"2022 Bush St, home of E.G. Lyons",Private concert,"Paganini,  arrangement of Bach's Works, ",,
8/26/1889,31,3,1889-90,San Francisco,CA,37.77493,-122.41942,"1820 Turk St, home of Walter C. Campbell",Private concert,,,
8/29/1889,31,4,1889-90,Oakland,CA,37.804855,-122.2725,Oakland First Congregational Church,Variety,,"Hellen Little, W.C. Little, J. Lewis Browne, Sigismundo Martinez, Male Quartett",
9/19/1889,31,5,1889-90,San Francisco,CA,37.77493,-122.41942,Grand Opera House,Variety,"Wieniawski, Fantasia of Themes from Faust, Op. 20; Beethoven, Violin Concerto in D major, Op.61; Ernst, Carnival of Venice, Op. 18; Boccherini, Minuett from String Quintet in E major, G. 275","Mme. Rosewald, Walter Campbell, Mary Barnard, Alfred Wilkie",
11/22/1889,31,6,1889-90,San Francisco,CA,37.77493,-122.41942,"1414 California St, W.F. Younger's residence",Private concert,,,
12/16/1889,31,7,1889-90,San Francisco,CA,37.77493,-122.41942,San Francisco Grand Opera House,Benefit,"Mendelssohn, Violin Concerto in E minor, Op. 64",Monster Concert - Various,Benefit for San Francisco Polyclinic
12/20/1889,31,8,1889-90,San Francisco,CA,37.77493,-122.41942,"1414 California St, W.F. Younger's residence",Private concert,,,
12/24/1889,31,9,1889-90,San Francisco,CA,37.77493,-122.41942,Grace Episcopal Church,Variety,,,performing at Christmas eve service
1/17/1890,31,10,1889-90,San Francisco,CA,37.77493,-122.41942,"1414 California St, W.F. Younger's residence",Private concert,,,
3/19/1890,31,11,1889-90,San Francisco,CA,37.77493,-122.41942,,Variety,"Ernst, Elegy, Op. 10; Wieniawski, Souvenir de Moscou, Op. 6","Mrs. Marriner Campbell, D. Mayer,",
3/22/1890,31,12,1889-90,Los Angeles,CA,34.053345,-118.24235,,Variety,,,
4/8/1890,31,13,1889-90,San Francisco,CA,37.77493,-122.41942,Irving Hall,Variety,"Laub, Concert Polonaise, Op. 8; Corelli, Violin Sonata in D minor, Op. 5, No. 12, La Folia; Schubert, Death and the Maiden, andante","Louis Heine, Oakland Male Quartet, Miss Bacon, Miss Belle Miller",
5/3/1890,31,14,1889-90,Portland,OR,45.523452,-122.67621,Marquam Grand Opera House,Variety,,"Mrs. E.H. Palmer, Mrs. Walter Reed, Miss Blanche Hersey, Mr. Gred Gilmore, Mr. F. Hoover, Mr. Olaphant, Proferror S. Friederich and the Marquam Grand Orchestra",
10/13/1890,32,1,1890-91,Boston,MA,42.358562,-71.05833,Tremont Temple,Variety,,"Clementine de Vere Sapio, Signor Del Puente, Emil Mollenhauer, F. Dulcken, George H. Ryder",
11/18/1890,32,2,1890-91,Boston,MA,42.358562,-71.05833,Mason & Hamlin Hall,Variety,Mendelssohn Violin Concerto with piano and organ (arr. Ferdinand Dulken),"Ivan Morawski, Ethelbert Nevin, Fredinand Q. Dulcken, Frank Lynes",Mason and Hamlin Chamber Concerts
12/13/1890,32,3,1890-91,Philadelphia,PA,39.952335,-75.163789,Philadelphia Academy of Music,Variety,,"U.S. Marine Band, John Philip Sousa, Leonard E. Auty",
1/9/1891,32,4,1890-91,New York,NY,40.725573,-73.996654,Metropolitan Opera House,Orchestral,"Joseph Joachim, Violin Concerto in G major",Theodore Thomas,Philharmonic Society of New York public rehearsal
1/10/1891,32,5,1890-91,New York,NY,40.725573,-73.996654,Metropolitan Opera House,Orchestral,"Joseph Joachim, Violin Concerto in G major",Theodore Thomas,Philharmonic Society of New York
2/9/1892,33,1,1891-92,New York,NY,40.725573,-73.996654,Lyceum Theater,Lyceum Circuit,,,benefit for New York Womens Press Club
2/12/1892,33,2,1891-92,New York,NY,40.725573,-73.996654,Metropolitan Opera House,Orchestral,"Bruch, Violin Concerto No. 3,Op. 58",Anton Seidl,New York Philharmonic public rehearsal
2/13/1892,33,3,1891-92,New York,NY,40.725573,-73.996654,Metropolitan Opera House,Orchestral,"Bruch, Violin Concerto No. 3,Op. 58",Anton Seidl,New York Philharmonic
3/4/1892,33,4,1891-92,Boston,MA,42.358562,-71.05833,Metropolitan Opera House,Orchestral,"Bruch, Violin Concerto No. 3,Op. 58",Anton Seidl,Boston Symphony Orchestra
4/19/1892,33,5,1891-92,New York,NY,40.696464,-73.425169,Sherry's,Benefit,,Daniel E. Sickles,Annual reception of the New York chapter of the Daughter's of the American Revolution (DAR)
5/2/1892,33,6,1891-92,Boston,MA,42.358562,-71.05833,Boston Music Hall,Variety,,,Apollo Club Concert Reception
3/3/1893,34,1,1892-93,New York,NY,40.725573,-73.996654,Carnegie Hall,Orchestral,"Edward Lassen, Violin concerto Op. 87",Anton Seidl,New York Philharmonic
7/7/1893,34,2,1892-93,Chicago,IL,41.878114,-87.629798,Women's Building of the 1893 World Columbian Exposition,Benefit,Paper on Women and the Violin,"Other papers delivered during her session: Mrs. George B. Carpenter, Mrs. Theodore Thomas, Josephine Chatterton, Agnes Goorich Vaille",Women's Musical Congress at the World Columbian Exposition
9/17/1895,35,1,1895-96,Greenwich,CT,41.025184,-73.62964,,Variety,,,
10/13/1895,35,2,1895-96,New York,NY,40.725573,-73.996654,Carnegie Hall,Variety,"Niels Gade, Capriccio; Ernst, Othello Fantasie, Op. 11","Mr. Ad. Neuendorff, Julia L. Wyman",
11/11/1895,35,3,1895-96,Boston,MA,42.358562,-71.05833,Boston Music Hall,Lyceum Circuit,,"Clementine de Vere Sapio, Gertrude May Stein, William H. Rieger, Clement Bologna, Sousa's Famous Band",Boston Star Course Lectures
11/13/1895,35,4,1895-96,New York,NY,40.725573,-73.996654,Association Hall,Benefit,,"Clementine de Vere Sapio, and others",for the Underhill Society of America Monument Fund
11/17/1895,35,5,1895-96,Boston,MA,42.358562,-71.05833,,Benefit,Camilla Urso club reception,"Club officers: Belle Yeaton Renfrew, Annie Andros, Caroline B. Nichols, Viola M. Dunn, Blanche Little, Mae Warren, Lilla Viles Wyman, Mary Tracy",one year anniversary party for the Camilla Urso Club
11/18/1895,35,6,1895-96,Boston,MA,42.358562,-71.05833,Boston Music Hall,Variety,,"Clemetine de Vere Sapio, Mertrude May Stein, William H. Reger, Celemt Bologna",Boston Star Course Lectures
11/19/1895,35,7,1895-96,Philadelphia,PA,39.952335,-75.163789,Philadelphia Academy of Music,Variety,"Niels Gade, Capriccio; Ernst, Othello Fantasie, Op. 11","Gustav Hinrichs, Amelie Loventz, Eugene Lorrain, Jules Algier",
11/25/1895,35,8,1895-96,Flushing,NY,40.7636322,-73.829954,,Variety,"Rust, Suite; Two chopin nocturnes; Niels Gade, Caprice; Wieniawski, Waltz Caprice; Paganini Witches Dance","Mackenzie Gordon, Joseph Pizzarello",
11/30/1895,35,9,1895-96,Boston,MA,42.358562,-71.05833,,Variety,,,"appearing with Lennox Choral society, conducted by Maud Morgan, date unspecified"
11/30/1895,35,10,1895-96,Boston,MA,42.358562,-71.05833,Boston Music Hall,Lyceum Circuit,,,Boston Star Course Lectures
12/6/1895,35,11,1895-96,Boston,MA,42.358562,-71.05833,Mendelssohn Glee Club Rooms,Variety,,,Lenox choral Society
12/12/1895,35,12,1895-96,Brooklyn,NY,40.652876,-73.959494,Brooklyn Academy of Music,Private concert,"Tartini, Devil's Trill Sonata in G minor; and another number","Lillian Blauvelt, Apollo club","private womens club concert, wide selection of popular and operatic songs"
12/28/1895,35,13,1895-96,Brooklyn,NY,40.652876,-73.959494,The Pouch Gallery,Solo recital,"Paganini, Witches Dance, Op. 8; Rust, Suite for Violin; Chopin, Waltz in D flat, Op. 64, No. 1 transcribed by Wilhelm; Niels Gade, Capriccio; Wieniawski, Capriccio-Valse, Op.7","Howard Brockway,",concert series organized by Eleanor Hooper
12/29/1895,35,14,1895-96,New York,NY,40.725573,-73.996654,,Benefit,,,Benefit for tthe Ladies Aid Society
1/5/1896,35,15,1895-96,New York,NY,40.725573,-73.996654,,Variety,,,
1/18/1896,35,16,1895-96,New York,NY,40.725573,-73.996654,,Variety,,,
2/4/1896,35,17,1895-96,New York,NY,40.725573,-73.996654,"Home of Mrs. George M. Kemp, 720 Fifth Avenue",Private concert,,"Signor Campanari, Edward Kemp, Heber Bishop, Augustus Gurnee, Eleanor Hewitt, Erskine Hewtt",
